subj	tsnr	fd_mean
1003	66.6026542887557	0.171448164939292
1009	85.8000564575196	0.167572896205498
1010	61.4172019958496	0.168651497190237
1011	67.5313034057618	0.193204035165113
1013	92.4535827636718	0.092052874636843
1242	66.8002395629883	0.107627297723525
1243	66.2119979858398	0.328543979187534
1244	69.5475222319365	0.222965568675738
1245	70.3974838256836	0.123447429085366
1247	53.0796115748817	0.226462449652429
1248	89.1209118266125	0.112838891011457
1249	52.6827049255371	0.282405323041339
1255	66.6959075927735	0.156545626656574
1276	57.6901054382324	0.159500571695533
1282	88.1699142456055	0.101855613874229
1294	53.0928573608398	0.150904442178206
1300	35.5793209075927	0.424244958794059
1301	64.4334697723389	0.231797476316593
1302	61.2452049255371	0.152989925344162
1303	59.5186653137207	0.148775808361095
3101	47.5172080993652	0.220275857929352
3116	78.2802429199219	0.156073669435383
3122	55.8332405090332	0.161242262625403
3125	48.1675643920898	0.314540708654048
3140	61.8501281738281	0.211227593425893
3143	62.5006683970569	0.122756857780204
3166	79.5963287353516	0.155934610505435
3167	80.0364761352539	0.20674962357323
3170	91.04019165	0.085373048140212
3173	74.1602478027344	0.089725894450157
3175	49.8676528930664	0.236923051966803
3176	71.0142059326172	0.194186940341954
3189	74.2148673669435	0.123793628506716
3190	56.0102020357735	0.166025396301893
3199	84.8032150268555	0.1407848093699
3200	74.3640441894531	0.15181472675783
3206	46.0511360168457	0.26473715829821
3212	81.5952987670898	0.05948811317327
3218	45.5149841308594	0.151611381039896
3220	37.5751800537109	0.223391378909154
